date,demand,is_holiday,is_promo
2008-08-17,261.69,0,0
2008-08-18,247.23,0,0
2008-08-19,223.14,0,0
2008-08-20,287.82,0,0
2008-08-21,257.48,0,0
2008-08-22,282.33,0,0
2008-08-23,334.46,0,0
2008-08-24,264.14,0,0
2008-08-25,264.53,0,0
2008-08-26,250.96,0,0
2008-08-27,198.56,0,0
2008-08-28,262.51,0,0
2008-08-29,270.83,0,0
2008-08-30,309.51,0,0
2008-08-31,278.09,0,0
2008-09-01,254.98,0,0
2008-09-02,266.02,0,0
2008-09-03,198.66,0,0
2008-09-04,241.52,0,0
2008-09-05,286.46,0,0
2008-09-06,315.18,0,0
2008-09-07,281.19,0,0
2008-09-08,313.05,0,0
2008-09-09,250.5,0,0
2008-09-10,266.89,0,0
2008-09-11,243.48,0,0
2008-09-12,245.14,0,0
2008-09-13,292.16,0,0
2008-09-14,306.1,0,0
2008-09-15,256.92,0,0
2008-09-16,237.8,0,0
2008-09-17,233.78,0,0
2008-09-18,241.62,0,0
2008-09-19,256.49,0,0
2008-09-20,315.6,0,0
2008-09-21,303.46,0,0
2008-09-22,203.63,0,0
2008-09-23,243.11,0,0
2008-09-24,213.74,0,0
2008-09-25,258.02,0,0
2008-09-26,255.63,0,0
2008-09-27,346.94,0,0
2008-09-28,254.1,0,0
2008-09-29,233.37,0,0
2008-09-30,243.44,0,0
2008-10-01,204.0,0,0
2008-10-02,234.41,0,0
2008-10-03,239.03,0,0
2008-10-04,272.04,0,0
2008-10-05,261.5,0,0
2008-10-06,252.7,0,0
2008-10-07,212.43,0,0
2008-10-08,239.98,0,0
2008-10-09,234.51,0,0
2008-10-10,208.25,0,0
2008-10-11,293.04,0,0
2008-10-12,219.63,0,0
2008-10-13,243.3,0,0
2008-10-14,215.0,0,0
2008-10-15,215.09,0,0
2008-10-16,195.57,0,0
2008-10-17,245.52,0,0
2008-10-18,298.31,0,0
2008-10-19,234.66,0,0
2008-10-20,206.56,0,0
2008-10-21,215.36,0,0
2008-10-22,286.67,0,1
2008-10-23,159.75,0,0
2008-10-24,295.56,0,0
2008-10-25,293.16,0,0
2008-10-26,273.58,0,0
2008-10-27,214.43,0,0
2008-10-28,164.1,0,0
2008-10-29,229.61,0,0
2008-10-30,210.89,0,0
2008-10-31,253.53,0,0
2008-11-01,258.7,0,0
2008-11-02,254.41,0,0
2008-11-03,187.86,0,0
2008-11-04,221.09,0,0
2008-11-05,185.3,0,0
2008-11-06,275.25,0,0
2008-11-07,289.81,0,0
2008-11-08,314.28,0,0
2008-11-09,278.27,0,0
2008-11-10,205.11,0,0
2008-11-11,220.75,0,0
2008-11-12,209.84,0,0
2008-11-13,180.37,0,0
2008-11-14,274.03,0,0
2008-11-15,297.32,0,0
2008-11-16,229.62,0,0
2008-11-17,170.06,0,0
2008-11-18,169.94,0,0
2008-11-19,165.05,0,0
2008-11-20,233.56,0,0
2008-11-21,184.03,0,0
2008-11-22,251.47,0,0
2008-11-23,210.14,0,0
2008-11-24,169.45,0,0
2008-11-25,202.02,0,0
2008-11-26,190.83,0,0
2008-11-27,304.83,1,0
2008-11-28,187.4,0,0
2008-11-29,230.37,0,0
2008-11-30,171.01,0,0
2008-12-01,143.02,0,0
2008-12-02,233.77,0,0
2008-12-03,243.32,0,0
2008-12-04,205.03,0,0
2008-12-05,196.4,0,0
2008-12-06,240.75,0,0
2008-12-07,236.79,0,0
2008-12-08,233.24,0,1
2008-12-09,188.46,0,0
2008-12-10,194.77,0,0
2008-12-11,185.41,0,0
2008-12-12,192.31,0,0
2008-12-13,241.39,0,0
2008-12-14,201.22,0,0
2008-12-15,197.68,0,0
2008-12-16,170.34,0,0
2008-12-17,185.97,0,0
2008-12-18,226.76,0,0
2008-12-19,212.34,0,0
2008-12-20,245.45,0,0
2008-12-21,187.75,0,0
2008-12-22,177.89,0,0
2008-12-23,183.73,0,0
2008-12-24,298.52,1,0
2008-12-25,202.57,1,0
2008-12-26,203.4,0,0
2008-12-27,261.06,0,0
2008-12-28,191.12,0,0
2008-12-29,185.77,0,0
2008-12-30,176.79,0,0
2008-12-31,252.39,1,0
2009-01-01,297.37,1,0
2009-01-02,207.46,0,0
2009-01-03,270.02,0,0
2009-01-04,198.19,0,0
2009-01-05,161.77,0,0
2009-01-06,170.98,0,0
2009-01-07,153.13,0,0
2009-01-08,197.35,0,0
2009-01-09,192.78,0,0
2009-01-10,209.64,0,0
2009-01-11,220.52,0,0
2009-01-12,154.62,0,0
2009-01-13,193.08,0,0
2009-01-14,168.73,0,0
2009-01-15,207.41,0,0
2009-01-16,198.1,0,0
2009-01-17,238.81,0,0
2009-01-18,218.14,0,0
2009-01-19,200.9,0,0
2009-01-20,182.82,0,0
2009-01-21,148.88,0,0
2009-01-22,206.09,0,0
2009-01-23,196.47,0,0
2009-01-24,241.44,0,0
2009-01-25,213.07,0,0
2009-01-26,168.02,0,0
2009-01-27,157.75,0,0
2009-01-28,194.78,0,0
2009-01-29,178.66,0,0
2009-01-30,222.5,0,0
2009-01-31,212.1,0,0
2009-02-01,225.89,0,0
2009-02-02,223.03,0,1
2009-02-03,179.2,0,0
2009-02-04,167.03,0,0
2009-02-05,186.15,0,0
2009-02-06,227.14,0,0
2009-02-07,220.68,0,0
2009-02-08,214.16,0,0
2009-02-09,194.38,0,0
2009-02-10,177.4,0,0
2009-02-11,207.7,0,0
2009-02-12,208.33,0,0
2009-02-13,201.41,0,0
2009-02-14,310.87,1,0
2009-02-15,200.81,0,0
2009-02-16,178.2,0,0
2009-02-17,191.82,0,0
2009-02-18,195.36,0,0
2009-02-19,206.24,0,0
2009-02-20,182.75,0,0
2009-02-21,258.17,0,0
2009-02-22,217.09,0,0
2009-02-23,162.59,0,0
2009-02-24,204.6,0,0
2009-02-25,199.58,0,0
2009-02-26,195.25,0,0
2009-02-27,226.1,0,0
2009-02-28,254.4,0,0
2009-03-01,247.86,0,0
2009-03-02,209.67,0,0
2009-03-03,152.42,0,0
2009-03-04,222.38,0,0
2009-03-05,213.65,0,0
2009-03-06,190.34,0,0
2009-03-07,210.43,0,0
2009-03-08,232.0,0,0
2009-03-09,186.34,0,0
2009-03-10,188.12,0,0
2009-03-11,203.04,0,0
2009-03-12,173.3,0,0
2009-03-13,186.95,0,0
2009-03-14,248.26,0,0
2009-03-15,203.59,0,0
2009-03-16,194.89,0,0
2009-03-17,157.85,0,0
2009-03-18,194.8,0,0
2009-03-19,210.37,0,0
2009-03-20,230.78,0,0
2009-03-21,215.61,0,0
2009-03-22,194.4,0,0
2009-03-23,197.68,0,0
2009-03-24,200.98,0,0
2009-03-25,203.64,0,0
2009-03-26,194.03,0,0
2009-03-27,223.75,0,0
2009-03-28,292.09,0,0
2009-03-29,234.49,0,0
2009-03-30,163.51,0,0
2009-03-31,249.95,0,1
2009-04-01,244.86,0,0
2009-04-02,181.83,0,0
2009-04-03,225.92,0,0
2009-04-04,248.12,0,0
2009-04-05,236.54,0,0
2009-04-06,203.18,0,0
2009-04-07,216.05,0,0
2009-04-08,196.8,0,0
2009-04-09,251.24,0,0
2009-04-10,214.43,0,0
2009-04-11,253.58,0,0
2009-04-12,218.99,0,0
2009-04-13,172.86,0,0
2009-04-14,197.81,0,0
2009-04-15,253.49,0,0
2009-04-16,235.47,0,0
2009-04-17,254.7,0,0
2009-04-18,249.58,0,0
2009-04-19,229.82,0,0
2009-04-20,229.74,0,0
2009-04-21,259.89,0,0
2009-04-22,245.35,0,0
2009-04-23,241.38,0,0
2009-04-24,241.02,0,0
2009-04-25,268.76,0,0
2009-04-26,232.79,0,0
2009-04-27,181.16,0,0
2009-04-28,186.97,0,0
2009-04-29,215.32,0,0
2009-04-30,211.81,0,0
2009-05-01,202.36,0,0
2009-05-02,277.04,0,0
2009-05-03,250.07,0,0
2009-05-04,194.15,0,0
2009-05-05,212.03,0,0
2009-05-06,212.88,0,0
2009-05-07,216.41,0,0
2009-05-08,272.16,0,0
2009-05-09,226.84,0,0
2009-05-10,206.68,0,0
2009-05-11,224.74,0,0
2009-05-12,215.79,0,0
2009-05-13,241.95,0,0
2009-05-14,218.93,0,0
2009-05-15,228.99,0,0
2009-05-16,298.15,0,0
2009-05-17,258.93,0,0
2009-05-18,279.7,0,0
2009-05-19,214.62,0,0
2009-05-20,234.89,0,0
2009-05-21,307.22,0,0
2009-05-22,255.59,0,0
2009-05-23,320.18,0,0
2009-05-24,291.14,0,0
2009-05-25,255.62,0,0
2009-05-26,232.42,0,0
2009-05-27,244.68,0,0
2009-05-28,245.77,0,0
2009-05-29,252.47,0,0
2009-05-30,299.93,0,0
2009-05-31,342.82,0,0
2009-06-01,269.55,0,0
2009-06-02,305.5,0,1
2009-06-03,261.78,0,0
2009-06-04,223.5,0,0
2009-06-05,258.94,0,0
2009-06-06,329.8,0,0
2009-06-07,333.06,0,0
2009-06-08,218.65,0,0
2009-06-09,223.46,0,0
2009-06-10,303.17,0,0
2009-06-11,264.75,0,0
2009-06-12,327.35,0,0
2009-06-13,312.86,0,0
2009-06-14,295.98,0,0
2009-06-15,229.51,0,0
2009-06-16,259.82,0,0
2009-06-17,281.5,0,0
2009-06-18,224.64,0,0
2009-06-19,257.7,0,0
2009-06-20,346.81,0,0
2009-06-21,287.77,0,0
2009-06-22,238.47,0,0
2009-06-23,267.5,0,0
2009-06-24,280.28,0,0
2009-06-25,250.31,0,0
2009-06-26,284.89,0,0
2009-06-27,275.16,0,0
2009-06-28,260.95,0,0
2009-06-29,258.13,0,0
2009-06-30,253.05,0,0
2009-07-01,231.53,0,0
2009-07-02,249.17,0,0
2009-07-03,250.78,0,0
2009-07-04,450.66,1,0
2009-07-05,230.17,0,0
2009-07-06,218.88,0,0
2009-07-07,190.96,0,0
2009-07-08,265.2,0,0
2009-07-09,212.24,0,0
2009-07-10,292.71,0,0
2009-07-11,384.52,0,0
2009-07-12,350.32,0,0
2009-07-13,211.04,0,0
2009-07-14,256.12,0,0
2009-07-15,231.51,0,0
2009-07-16,236.01,0,0
2009-07-17,288.93,0,0
2009-07-18,362.99,0,0
2009-07-19,325.19,0,0
2009-07-20,229.72,0,0
2009-07-21,277.42,0,0
2009-07-22,193.47,0,0
2009-07-23,245.86,0,0
2009-07-24,251.12,0,0
2009-07-25,323.87,0,0
2009-07-26,301.28,0,0
2009-07-27,254.04,0,0
2009-07-28,250.78,0,0
2009-07-29,258.39,0,0
2009-07-30,289.85,0,0
2009-07-31,293.48,0,0
2009-08-01,308.66,0,0
2009-08-02,315.12,0,0
2009-08-03,292.05,0,0
2009-08-04,239.21,0,0
2009-08-05,255.33,0,0
2009-08-06,314.11,0,0
2009-08-07,258.53,0,0
2009-08-08,391.39,0,0
2009-08-09,258.38,0,0
2009-08-10,253.78,0,0
2009-08-11,229.2,0,0
2009-08-12,308.01,0,0
2009-08-13,255.02,0,0
2009-08-14,270.25,0,0
2009-08-15,306.56,0,0
2009-08-16,302.36,0,0
2009-08-17,241.94,0,0
2009-08-18,238.04,0,0
2009-08-19,162.85,0,0
2009-08-20,270.68,0,0
2009-08-21,274.0,0,0
2009-08-22,354.33,0,0
2009-08-23,345.99,0,0
2009-08-24,250.91,0,0
2009-08-25,277.86,0,0
2009-08-26,228.84,0,0
2009-08-27,280.55,0,0
2009-08-28,265.01,0,0
2009-08-29,274.61,0,0
2009-08-30,283.41,0,0
2009-08-31,287.8,0,0
2009-09-01,248.19,0,0
2009-09-02,290.69,0,0
2009-09-03,302.8,0,1
2009-09-04,318.75,0,0
2009-09-05,295.43,0,0
2009-09-06,304.71,0,0
2009-09-07,257.97,0,0
2009-09-08,265.73,0,0
2009-09-09,255.98,0,0
2009-09-10,236.7,0,0
2009-09-11,314.6,0,0
2009-09-12,452.78,0,1
2009-09-13,262.43,0,0
2009-09-14,201.77,0,0
2009-09-15,254.04,0,0
2009-09-16,230.71,0,0
2009-09-17,247.95,0,0
2009-09-18,286.96,0,0
2009-09-19,297.19,0,0
2009-09-20,284.33,0,0
2009-09-21,252.64,0,0
2009-09-22,269.56,0,0
2009-09-23,237.55,0,0
2009-09-24,211.8,0,0
2009-09-25,241.76,0,0
2009-09-26,310.6,0,0
2009-09-27,247.94,0,0
2009-09-28,202.87,0,0
2009-09-29,251.54,0,0
2009-09-30,252.41,0,0
2009-10-01,242.05,0,0
2009-10-02,274.5,0,0
2009-10-03,299.34,0,0
2009-10-04,299.53,0,0
2009-10-05,253.53,0,0
2009-10-06,166.34,0,0
2009-10-07,229.18,0,0
2009-10-08,263.94,0,0
2009-10-09,251.64,0,0
2009-10-10,290.89,0,0
2009-10-11,297.71,0,0
2009-10-12,239.49,0,0
2009-10-13,267.9,0,0
2009-10-14,265.88,0,0
2009-10-15,234.97,0,0
2009-10-16,255.47,0,0
2009-10-17,189.69,0,0
2009-10-18,258.35,0,0
2009-10-19,195.54,0,0
2009-10-20,236.13,0,0
2009-10-21,230.74,0,0
2009-10-22,257.9,0,0
2009-10-23,283.02,0,0
2009-10-24,280.93,0,0
2009-10-25,325.44,0,0
2009-10-26,245.18,0,0
2009-10-27,184.29,0,0
2009-10-28,209.92,0,0
2009-10-29,223.33,0,0
2009-10-30,256.33,0,0
2009-10-31,246.45,0,0
2009-11-01,252.03,0,0
2009-11-02,219.09,0,0
2009-11-03,192.87,0,0
2009-11-04,235.73,0,0
2009-11-05,248.86,0,0
2009-11-06,277.42,0,0
2009-11-07,268.78,0,0
2009-11-08,282.0,0,0
2009-11-09,191.9,0,0
2009-11-10,178.34,0,0
2009-11-11,194.01,0,0
2009-11-12,223.47,0,0
2009-11-13,259.8,0,0
2009-11-14,253.81,0,0
2009-11-15,233.2,0,0
2009-11-16,207.0,0,0
2009-11-17,212.39,0,0
2009-11-18,207.59,0,0
2009-11-19,203.44,0,0
2009-11-20,207.14,0,0
2009-11-21,243.46,0,0
2009-11-22,270.58,0,0
2009-11-23,218.56,0,0
2009-11-24,185.82,0,0
2009-11-25,234.3,0,0
2009-11-26,194.51,0,0
2009-11-27,355.88,1,0
2009-11-28,299.05,0,0
2009-11-29,234.1,0,0
2009-11-30,169.33,0,0
2009-12-01,246.96,0,0
2009-12-02,211.73,0,0
2009-12-03,210.74,0,0
2009-12-04,247.55,0,0
2009-12-05,268.68,0,0
2009-12-06,282.51,0,0
2009-12-07,185.47,0,0
2009-12-08,201.41,0,0
2009-12-09,171.5,0,0
2009-12-10,221.09,0,0
2009-12-11,221.4,0,0
2009-12-12,260.72,0,0
2009-12-13,229.37,0,0
2009-12-14,199.0,0,0
2009-12-15,179.25,0,0
2009-12-16,214.27,0,0
2009-12-17,239.41,0,0
2009-12-18,210.39,0,0
2009-12-19,254.06,0,0
2009-12-20,250.99,0,0
2009-12-21,193.85,0,0
2009-12-22,156.07,0,0
2009-12-23,159.68,0,0
2009-12-24,242.5,1,0
2009-12-25,227.13,1,0
2009-12-26,290.28,0,0
2009-12-27,231.02,0,0
2009-12-28,194.89,0,0
2009-12-29,143.33,0,0
2009-12-30,157.8,0,0
2009-12-31,279.65,1,0
2010-01-01,357.29,1,0
2010-01-02,219.35,0,0
2010-01-03,246.17,0,0
2010-01-04,184.83,0,0
2010-01-05,186.55,0,0
2010-01-06,209.15,0,0
2010-01-07,185.66,0,0
2010-01-08,200.73,0,0
2010-01-09,280.09,0,0
2010-01-10,220.67,0,0
2010-01-11,214.5,0,0
2010-01-12,176.27,0,0
2010-01-13,208.59,0,0
2010-01-14,199.53,0,0
2010-01-15,229.83,0,0
2010-01-16,240.42,0,0
2010-01-17,201.57,0,0
2010-01-18,189.94,0,0
2010-01-19,179.5,0,0
2010-01-20,194.26,0,0
2010-01-21,191.65,0,0
2010-01-22,172.73,0,0
2010-01-23,183.22,0,0
2010-01-24,177.69,0,0
2010-01-25,201.14,0,0
2010-01-26,159.7,0,0
2010-01-27,191.41,0,0
2010-01-28,192.76,0,0
2010-01-29,200.13,0,0
2010-01-30,242.66,0,0
2010-01-31,227.03,0,0
2010-02-01,133.91,0,0
2010-02-02,176.34,0,0
2010-02-03,190.83,0,0
2010-02-04,228.7,0,0
2010-02-05,251.92,0,0
2010-02-06,202.67,0,0
2010-02-07,208.79,0,0
2010-02-08,144.05,0,0
2010-02-09,211.33,0,0
2010-02-10,206.65,0,0
2010-02-11,199.31,0,0
2010-02-12,212.27,0,0
2010-02-13,276.83,0,0
2010-02-14,337.85,1,0
2010-02-15,220.32,0,0
2010-02-16,186.98,0,0
2010-02-17,180.67,0,0
2010-02-18,204.77,0,0
2010-02-19,229.1,0,0
2010-02-20,228.54,0,0
2010-02-21,220.7,0,0
2010-02-22,218.88,0,0
2010-02-23,226.29,0,0
2010-02-24,173.43,0,0
2010-02-25,188.93,0,0
2010-02-26,217.47,0,0
2010-02-27,255.66,0,0
2010-02-28,221.54,0,0
2010-03-01,237.53,0,0
2010-03-02,196.16,0,0
2010-03-03,204.11,0,0
2010-03-04,241.36,0,0
2010-03-05,216.65,0,0
2010-03-06,248.43,0,0
2010-03-07,198.33,0,0
2010-03-08,194.59,0,0
2010-03-09,162.01,0,0
2010-03-10,215.2,0,0
2010-03-11,212.81,0,0
2010-03-12,209.61,0,0
2010-03-13,250.85,0,0
2010-03-14,251.69,0,0
2010-03-15,180.6,0,0
2010-03-16,207.7,0,0
2010-03-17,217.79,0,0
2010-03-18,169.69,0,0
2010-03-19,257.22,0,0
2010-03-20,207.23,0,0
2010-03-21,227.69,0,0
2010-03-22,176.95,0,0
2010-03-23,237.61,0,0
2010-03-24,171.08,0,0
2010-03-25,170.31,0,0
2010-03-26,237.36,0,0
2010-03-27,244.4,0,0
2010-03-28,200.29,0,0
2010-03-29,225.86,0,0
2010-03-30,154.49,0,0
2010-03-31,176.42,0,0
2010-04-01,196.18,0,0
2010-04-02,256.46,0,0
2010-04-03,301.31,0,0
2010-04-04,271.81,0,0
2010-04-05,203.26,0,0
2010-04-06,150.03,0,0
2010-04-07,226.31,0,0
2010-04-08,252.9,0,0
2010-04-09,266.75,0,0
2010-04-10,275.72,0,0
2010-04-11,215.97,0,0
2010-04-12,206.21,0,0
2010-04-13,266.27,0,0
2010-04-14,183.49,0,0
2010-04-15,197.14,0,0
2010-04-16,272.29,0,0
2010-04-17,264.19,0,0
2010-04-18,219.75,0,0
2010-04-19,270.44,0,0
2010-04-20,226.11,0,0
2010-04-21,212.57,0,0
2010-04-22,204.42,0,0
2010-04-23,305.54,0,0
2010-04-24,286.38,0,0
2010-04-25,298.56,0,0
2010-04-26,252.55,0,0
2010-04-27,208.11,0,0
2010-04-28,217.54,0,0
2010-04-29,272.04,0,0
2010-04-30,292.19,0,0
2010-05-01,230.14,0,0
2010-05-02,284.76,0,0
2010-05-03,223.95,0,0
2010-05-04,205.7,0,0
2010-05-05,240.32,0,0
2010-05-06,204.45,0,0
2010-05-07,242.85,0,0
2010-05-08,267.52,0,0
2010-05-09,260.65,0,0
2010-05-10,226.03,0,0
2010-05-11,205.34,0,0
2010-05-12,278.57,0,0
2010-05-13,246.92,0,0
2010-05-14,316.64,0,0
2010-05-15,368.29,0,1
2010-05-16,263.84,0,0
2010-05-17,291.01,0,0
2010-05-18,217.04,0,0
2010-05-19,229.35,0,0
2010-05-20,260.89,0,0
2010-05-21,237.54,0,0
2010-05-22,329.91,0,0
2010-05-23,306.91,0,0
2010-05-24,275.54,0,0
2010-05-25,265.14,0,0
2010-05-26,270.94,0,0
2010-05-27,247.17,0,0
2010-05-28,248.15,0,0
2010-05-29,382.9,0,0
2010-05-30,247.94,0,0
2010-05-31,208.92,0,0
2010-06-01,252.63,0,0
2010-06-02,287.46,0,0
2010-06-03,260.85,0,0
2010-06-04,319.68,0,0
2010-06-05,248.17,0,0
2010-06-06,282.03,0,0
2010-06-07,199.82,0,0
2010-06-08,266.82,0,0
2010-06-09,212.28,0,0
2010-06-10,223.38,0,0
2010-06-11,296.71,0,0
2010-06-12,351.54,0,0
2010-06-13,289.4,0,0
2010-06-14,273.21,0,0
2010-06-15,259.85,0,0
2010-06-16,250.5,0,0
2010-06-17,235.8,0,0
2010-06-18,302.89,0,0
2010-06-19,339.57,0,0
2010-06-20,330.78,0,0
2010-06-21,266.53,0,0
2010-06-22,220.13,0,0
2010-06-23,283.33,0,0
2010-06-24,263.34,0,0
2010-06-25,284.86,0,0
2010-06-26,314.76,0,0
2010-06-27,283.02,0,0
2010-06-28,284.91,0,0
2010-06-29,220.94,0,0
2010-06-30,231.77,0,0
2010-07-01,260.55,0,0
2010-07-02,341.2,0,0
2010-07-03,457.31,0,1
2010-07-04,341.59,1,0
2010-07-05,305.64,0,0
2010-07-06,295.23,0,0
2010-07-07,225.59,0,0
2010-07-08,194.6,0,0
2010-07-09,289.87,0,0
2010-07-10,374.51,0,0
2010-07-11,366.55,0,0
2010-07-12,245.6,0,0
2010-07-13,308.9,0,0
2010-07-14,201.85,0,0
2010-07-15,264.29,0,0
2010-07-16,273.96,0,0
2010-07-17,374.33,0,0
2010-07-18,353.29,0,0
2010-07-19,291.56,0,0
2010-07-20,218.73,0,0
2010-07-21,291.94,0,0
2010-07-22,287.35,0,0
2010-07-23,239.19,0,0
2010-07-24,266.09,0,0
2010-07-25,339.41,0,0
2010-07-26,263.13,0,0
2010-07-27,218.22,0,0
2010-07-28,256.81,0,0
2010-07-29,288.22,0,0
2010-07-30,290.32,0,0
2010-07-31,280.6,0,0
2010-08-01,383.73,0,0
2010-08-02,303.64,0,0
2010-08-03,256.61,0,0
2010-08-04,251.22,0,0
2010-08-05,287.89,0,0
2010-08-06,263.24,0,0
2010-08-07,350.98,0,0
2010-08-08,275.08,0,0
2010-08-09,272.62,0,0
2010-08-10,231.73,0,0
2010-08-11,246.76,0,0
2010-08-12,328.3,0,0
2010-08-13,297.76,0,0
2010-08-14,342.41,0,0
2010-08-15,237.7,0,0
2010-08-16,251.24,0,0
2010-08-17,264.45,0,0
2010-08-18,268.4,0,0
2010-08-19,210.39,0,0
2010-08-20,307.51,0,0
2010-08-21,351.37,0,0
2010-08-22,348.53,0,0
2010-08-23,258.3,0,0
2010-08-24,195.5,0,0
2010-08-25,236.15,0,0
2010-08-26,233.6,0,0
2010-08-27,314.93,0,0
2010-08-28,236.82,0,0
2010-08-29,293.23,0,0
2010-08-30,307.47,0,0
2010-08-31,257.98,0,0
2010-09-01,280.51,0,0
2010-09-02,222.98,0,0
2010-09-03,247.44,0,0
2010-09-04,384.75,0,0
2010-09-05,307.69,0,0
2010-09-06,273.78,0,0
2010-09-07,216.74,0,0
2010-09-08,257.48,0,0
2010-09-09,245.37,0,0
2010-09-10,329.57,0,0
2010-09-11,420.07,0,0
2010-09-12,317.56,0,0
2010-09-13,237.99,0,0
2010-09-14,182.83,0,0
2010-09-15,210.04,0,0
2010-09-16,312.83,0,0
2010-09-17,247.49,0,0
2010-09-18,308.67,0,0
2010-09-19,317.0,0,0
2010-09-20,294.0,0,0
2010-09-21,249.31,0,0
2010-09-22,252.92,0,0
2010-09-23,275.41,0,0
2010-09-24,265.68,0,0
2010-09-25,294.87,0,0
2010-09-26,307.1,0,0
2010-09-27,260.69,0,0
2010-09-28,300.31,0,0
2010-09-29,268.42,0,0
2010-09-30,282.56,0,0
2010-10-01,243.58,0,0
2010-10-02,333.51,0,0
2010-10-03,262.47,0,0
2010-10-04,259.33,0,0
2010-10-05,262.48,0,0
2010-10-06,254.86,0,0
2010-10-07,317.05,0,0
2010-10-08,309.52,0,0
2010-10-09,341.51,0,0
2010-10-10,301.36,0,0
2010-10-11,285.92,0,0
2010-10-12,194.91,0,0
2010-10-13,284.46,0,0
2010-10-14,222.53,0,0
2010-10-15,252.28,0,0
2010-10-16,315.16,0,0
2010-10-17,321.37,0,0
2010-10-18,220.12,0,0
2010-10-19,215.57,0,0
2010-10-20,248.79,0,0
2010-10-21,243.84,0,0
2010-10-22,288.94,0,0
2010-10-23,409.83,0,0
2010-10-24,289.82,0,0
2010-10-25,227.14,0,0
2010-10-26,198.89,0,0
2010-10-27,227.65,0,0
2010-10-28,215.38,0,0
2010-10-29,276.73,0,0
2010-10-30,300.18,0,0
2010-10-31,256.88,0,0
2010-11-01,297.84,0,0
2010-11-02,193.98,0,0
2010-11-03,227.1,0,0
2010-11-04,256.13,0,0
2010-11-05,278.17,0,0
2010-11-06,324.1,0,0
2010-11-07,277.97,0,0
2010-11-08,253.38,0,0
2010-11-09,205.43,0,0
2010-11-10,244.88,0,0
2010-11-11,266.91,0,0
2010-11-12,289.83,0,0
2010-11-13,231.21,0,0
2010-11-14,230.74,0,0
2010-11-15,248.91,0,0
2010-11-16,156.89,0,0
2010-11-17,234.45,0,0
2010-11-18,250.77,0,0
2010-11-19,225.62,0,0
2010-11-20,269.94,0,0
2010-11-21,221.24,0,0
2010-11-22,210.42,0,0
2010-11-23,196.1,0,0
2010-11-24,205.17,0,0
2010-11-25,203.31,0,0
2010-11-26,228.47,0,0
2010-11-27,348.98,1,0
2010-11-28,299.52,0,0
2010-11-29,208.56,0,0
2010-11-30,216.8,0,0
2010-12-01,193.6,0,0
2010-12-02,206.59,0,0
2010-12-03,186.26,0,0
2010-12-04,222.32,0,0
2010-12-05,217.77,0,0
2010-12-06,216.42,0,0
2010-12-07,230.7,0,0
2010-12-08,176.72,0,0
2010-12-09,203.51,0,0
2010-12-10,192.77,0,0
2010-12-11,255.96,0,0
2010-12-12,265.46,0,0
2010-12-13,197.6,0,0
2010-12-14,197.84,0,0
2010-12-15,235.29,0,0
2010-12-16,223.7,0,0
2010-12-17,214.35,0,0
2010-12-18,266.85,0,0
2010-12-19,221.83,0,0
2010-12-20,217.18,0,0
2010-12-21,209.09,0,0
2010-12-22,160.72,0,0
2010-12-23,217.21,0,0
2010-12-24,289.76,1,0
2010-12-25,353.17,1,0
2010-12-26,256.73,0,0
2010-12-27,215.45,0,0
2010-12-28,187.89,0,0
2010-12-29,228.95,0,0
2010-12-30,191.15,0,0
2010-12-31,256.64,1,0
2011-01-01,226.52,1,0
2011-01-02,239.51,0,0
2011-01-03,185.75,0,0
2011-01-04,199.42,0,0
2011-01-05,152.92,0,0
2011-01-06,185.02,0,0
2011-01-07,232.77,0,0
2011-01-08,215.26,0,0
2011-01-09,240.37,0,0
2011-01-10,188.88,0,0
2011-01-11,182.72,0,0
2011-01-12,203.97,0,0
2011-01-13,224.61,0,0
2011-01-14,222.09,0,0
2011-01-15,222.59,0,0
2011-01-16,217.34,0,0
2011-01-17,209.17,0,0
2011-01-18,163.53,0,0
2011-01-19,189.96,0,0
2011-01-20,195.0,0,0
2011-01-21,215.25,0,0
2011-01-22,219.58,0,0
2011-01-23,184.93,0,0
2011-01-24,213.03,0,0
2011-01-25,209.17,0,0
2011-01-26,149.59,0,0
2011-01-27,219.13,0,0
2011-01-28,247.11,0,0
2011-01-29,257.59,0,0
2011-01-30,220.43,0,0
2011-01-31,183.06,0,0
2011-02-01,202.45,0,0
2011-02-02,202.93,0,0
2011-02-03,212.21,0,0
2011-02-04,209.08,0,0
2011-02-05,217.2,0,0
2011-02-06,239.19,0,0
2011-02-07,210.91,0,0
2011-02-08,254.3,0,1
2011-02-09,200.72,0,0
2011-02-10,238.9,0,0
2011-02-11,199.01,0,0
2011-02-12,291.17,0,0
2011-02-13,215.27,0,0
2011-02-14,305.21,1,0
2011-02-15,218.5,0,0
2011-02-16,193.28,0,0
2011-02-17,239.9,0,0
2011-02-18,235.45,0,0
2011-02-19,219.88,0,0
2011-02-20,221.83,0,0
2011-02-21,223.61,0,0
2011-02-22,199.16,0,0
2011-02-23,175.1,0,0
2011-02-24,201.26,0,0
2011-02-25,228.19,0,0
2011-02-26,238.3,0,0
2011-02-27,305.62,0,0
2011-02-28,210.63,0,0
2011-03-01,198.09,0,0
2011-03-02,231.41,0,0
2011-03-03,207.28,0,0
2011-03-04,254.35,0,0
2011-03-05,210.05,0,0
2011-03-06,230.3,0,0
